Label,Message
1.0,sweetheart hope kind day one load reason smile biola
1.0,login dat time dad fetching home
1.0,shower baby
1.0,askd u question hour answer
1.0,well imma definitely need restock thanksgiving let know
1.0,said kiss kiss sound effect gorgeous man kind person need smile brighten day
1.0,probably gonna swing wee bit
1.0,ya nice ready thursday
1.0,allo braved bus taken train triumphed mean b ham jolly good rest week
1.0,watching cartoon listening music amp eve go temple amp church u
1.0,mind ask happened dont say uncomfortable
0.0,private account statement show un redeemed point call identifier code expires
1.0,prob send email
0.0,cash prize claim call c rstm sw s ppm
1.0,thats cool sometimes slow gentle sonetimes rough hard
1.0,gonna say sorry would normal starting panic time sorry seeing tuesday
1.0,wait know wesley town bet hella drug
1.0,fine miss much
1.0,u got person story
1.0,tell drug dealer getting impatient
1.0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
1.0,place man
1.0,doesnt make sense take unless free need know wikipedia com
0.0,premium phone service call
1.0,sea lay rock rock envelope envelope paper paper word
1.0,mum repent
1.0,sorry going home first daddy come fetch later
1.0,leave de start prepare next
1.0,yes baby study position kama sutra
1.0,en chikku nange bakra msg kalstiya tea coffee
1.0,carlos minute still need buy
1.0,pay lt decimal gt lakh
1.0,good evening ttyl
1.0,u receive msg
1.0,ho ho big belly laugh see ya tomo
0.0,sm ac sun post hello seem cool
0.0,get ur st ringtone free reply msg tone gr top tone phone every week per wk opt send stop
1.0,ditto worry saying anything anymore like said last night whatever want peace
1.0,got lt gt way could pick
1.0,dont knw pa drink milk
1.0,maybe say hi find got card great escape wetherspoons
1.0,piggy r u awake bet u still sleeping going lunch
1.0,cause freaky lol
1.0,missed call cause yelling scrappy miss u wait u come home lonely today
1.0,hex place talk explain
1.0,log wat sdryb
1.0,xy going e lunch
0.0,hi sue year old work lapdancer love sex text live bedroom text sue textoperator g da ppmsg
1.0,wanted ask wait finish lect co lect finish hour anyway
1.0,finished work yet
1.0,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni
1.0,dear cherthala case u r coming cochin pls call bfore u start shall also reach accordingly tell day u r coming tmorow engaged an holiday
1.0,thanks love torch bold
0.0,forwarded please call immediately urgent message waiting
1.0,farm open
1.0,sorry trouble u buy dad big small sat n sun thanx
1.0,sister law hope great month saying hey abiola
1.0,purchase stuff today mail po box number
1.0,ah poop look like ill prob send laptop get fixed cuz gpu problem
1.0,good good job like entrepreneur
1.0,aight close still around alex place
1.0,meet corporation st outside gap see mind working
1.0,mum ask buy food home
1.0,k u also dont msg reply msg
1.0,much r willing pay
1.0,sorry call later
1.0,important prevent dehydration giving enough fluid
1.0,thats bit weird even supposed happening good idea sure pub
1.0,true dear sat pray evening felt sm time
1.0,think get away trek long family town sorry
1.0,wanna gym harri
1.0,quite late lar ard anyway wun b drivin
0.0,review keep fantastic nokia n gage game deck club nokia go www cnupdates com newsletter unsubscribe alert reply word
0.0,mths half price orange line rental latest camera phone free phone mths call mobilesdirect free update stoptxt c
1.0,height confidence aeronautics professor wer calld amp wer askd sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt didnt move said made student
1.0,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
0.0,pm cost p
1.0,save stress person dorm account send account detail money sent
1.0,also know lunch menu da know
1.0,stuff sell tell
0.0,urgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvary max
1.0,book lesson msg call work sth going get spec membership px
0.0,guaranteed cash prize claim yr prize call customer service representative pm
1.0,macha dont feel upset assume mindset believe one evening wonderful plan u let life begin call anytime
1.0,oh send address
1.0,fine anytime best
1.0,wondar full flim
1.0,ya even cooky jelly
1.0,world running still maybe feeling admit mad correction let call life keep running world may u r also running let run
1.0,got look scrumptious daddy want eat night long
1.0,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
1.0,alright omw gotta change order half th
1.0,exactly anyways far jide study visiting
1.0,dunno u ask
0.0,email alertfrom jeri stewartsize kbsubject low cost prescripiton drvgsto listen email call
1.0,spring coming early yay
1.0,lol feel bad use money take steak dinner
1.0,even u dont get trouble convincing tel twice tel neglect msg dont c read dont reply
1.0,leaving qatar tonite search opportunity went fast pls add ur prayer dear rakhesh
1.0,one talking
1.0,thanks looking really appreciate
0.0,hi customer loyalty offer new nokia mobile txtauction txt word start get ctxt tc p mtmsg
1.0,wish
1.0,haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao
1.0,yes glad made
1.0,well little time thing good time ahead
1.0,got room soon put clock back til shouted everyone get realised wahay another hour bed
1.0,ok may free gym
1.0,men like shorter lady gaze eye
1.0,dunno jus say go lido time
1.0,promise take good care princess run please send pic get chance ttyl
0.0,u subscribed best mobile content service uk per day send stop helpline
1.0,reason spoken year anyways great week best exam
1.0,monday next week give full gist
0.0,realize year thousand old lady running around tattoo
0.0,important customer service announcement premier
1.0,dont gimme lip caveboy
1.0,get library
1.0,realy sorry recognise number confused r u please
1.0,didnt holla
1.0,cant think anyone spare room top head
1.0,faith make thing possible hope make thing work love make thing beautiful may three christmas merry christmas
1.0,u made appointment
1.0,call carlos phone vibrate acting might hear text
0.0,romantic paris night flight book next year call t c apply
1.0,grandma oh dear u still ill felt shit morning think hungover another night leave sat
0.0,urgent ur guaranteed award still unclaimed call closingdate claimcode pmmorefrommobile bremoved mobypobox l yf
1.0,nothing jus tot u would ask co u ba gua went mt faber yest yest jus went already mah today going jus call lor
1.0,wishing family merry x ma happy new year advance
0.0,ur awarded city break could win summer shopping spree every wk txt store skilgme tscs winawk age perwksub
1.0,nt goin got somethin unless meetin dinner lor haha wonder go ti time
1.0,sorry call later
1.0,cant pick phone right pls send message
1.0,lol know dramatic school already closed tomorrow apparently drive inch snow supposed get
1.0,getting anywhere damn job hunting
1.0,lol u drunkard hair moment yeah still tonight wats plan
1.0,idc get weaseling way shit twice row
1.0,wil lt gt minute got space
1.0,sleeping surfing
1.0,thanks picking trash
1.0,go tell friend sure want live smoke much spend hour begging come smoke
1.0,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
1.0,happy new year dear brother really miss got number decided send text wishing happiness abiola
1.0,mean get door
1.0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
1.0,hmmm thought said hour slave late punish
1.0,beerage
0.0,important customer service announcement premier call freephone
1.0,dont think turn like randomlly within min opening
1.0,supposed make still town though
1.0,time fix spelling sometimes get completely diff word go figure
0.0,ever thought living good life perfect partner txt back name age join mobile community p sm
0.0,free top polyphonic tone call national rate get toppoly tune sent every week text subpoly per pole unsub
1.0,gud mrng dear hav nice day
1.0,hoping enjoyed game yesterday sorry touch pls know fondly bein thot great week abiola
1.0,e best ur driving tmr
1.0,u dogbreath sounding like jan c al
1.0,omg want scream weighed lost weight woohoo
1.0,generally one uncountable noun u dictionary piece research
1.0,really getting hanging around
0.0,orange customer may claim free camera phone upgrade loyalty call offer end thmarch c apply opt availa
1.0,petey boy whereare friendsare thekingshead come canlove nic
1.0,ok msg u b leave house
1.0,gimme lt gt minute ago
0.0,last chance claim ur worth discount voucher today text shop savamob offer mobile c savamob pobox uz sub
1.0,appt lt time gt fault u listen told u twice
0.0,free st week nokia tone ur mobile every week txt nokia get txting tell ur mate www getzed co uk pobox w wq norm p tone
0.0,guaranteed award even cashto claim ur award call free stop getstop php rg jx
1.0,k
1.0,dled imp
1.0,sure make sure know smokin yet
1.0,boooo always work quit
1.0,taking half day leave bec well
1.0,ugh wanna get bed warm
1.0,nervous lt gt
1.0,ring come guy costume gift future yowifes hint hint
0.0,congratulation ur awarded either cd gift voucher free entry weekly draw txt music tncs www ldew com win ppmx age
1.0,borrow ur bag ok
0.0,u outbid simonwatson shinco dvd plyr bid visit sm ac smsrewards end bid notification reply end
1.0,boytoy miss happened
1.0,lot used one babe model help youi bring match
1.0,also bringing galileo dobby
1.0,responding
1.0,boo babe u enjoyin yourjob u seemed b gettin well hunny hope ure ok take care llspeak u soonlots loveme xxxx
1.0,good afternoon starshine boytoy crave yet ache fuck sip cappuccino miss babe teasing kiss
1.0,road cant txt
0.0,smsservices yourinclusive text credit pls goto www comuk net login qxj unsubscribe stop extra charge help comuk cm ae
0.0,p alfie moon child need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
